remoteip,date3,time,date,requests,req_protocol,req_method,status,Response_time,bytes_sent,referal,user_agent,virtual_host,serveid,error_level,error_message
localhost4,06-01-2013,01:03:32,'2013-01-06 01:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,408,2238494,283,www.4shared.com,Opera/9.80,virtualhost1,server1,error,Request Timed Out: /var/www/testing.php
localhost4,06-01-2013,01:09:32,'2013-01-06 01:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,859,200,www.facebook.com,Opera/9.80,virtualhost1,server1,,
localhost4,06-01-2013,01:15:32,'2013-01-06 01:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,262,626,www.google.com,Opera/9.80,virtualhost2,server1,,
localhost4,06-01-2013,01:21:32,'2013-01-06 01:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,954,6653,www.google.com,Opera/9.80,virtualhost1,server1,,
localhost5,06-01-2013,01:27:32,'2013-01-06 01:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,14849,283,www.google.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,06-01-2013,01:33:32,'2013-01-06 01:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,870,200,www.google.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,06-01-2013,01:39:32,'2013-01-06 01:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,404,934,627,www.yahoo.com,Mozilla/5.0,virtualhost1,server1,error,File does not exist: /var/www/favicon.php
localhost5,06-01-2013,01:45:32,'2013-01-06 01:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,1476,6642,www.yahoo.com,Mozilla/5.0,virtualhost1,server1,,
localhost2,06-01-2013,01:51:32,'2013-01-06 01:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,14934,283,www.timesofindia.com,Mozilla/5.0,virtualhost2,server1,,
localhost4,06-01-2013,01:57:32,'2013-01-06 01:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,904,200,www.timesofindia.com,Crome,virtualhost2,server1,,
localhost1,06-01-2013,02:03:32,'2013-01-06 02:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,677,626,www.flipkart.com,Crome,virtualhost2,server1,,
localhost2,06-01-2013,02:15:32,'2013-01-06 02:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,7058,283,www.ebay.com,IE8,virtualhost1,server1,,
localhost2,06-01-2013,02:21:32,'2013-01-06 02:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,287,200,www.ebay.com,IE8,virtualhost1,server1,,
localhost2,06-01-2013,02:27:32,'2013-01-06 02:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,231,627,www.amazon.com,IE8,virtualhost1,server1,,
localhost2,06-01-2013,02:33:32,'2013-01-06 02:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,414,1023,6643,www.amazon.com,Opera/9.80,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost4,06-01-2013,02:39:32,'2013-01-06 02:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5469,283,www.4shared.com,Opera/9.80,virtualhost1,server1,,
localhost1,06-01-2013,02:45:32,'2013-01-06 02:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,275,200,www.4shared.com,Opera/9.80,virtualhost1,server1,,
localhost2,06-01-2013,02:51:32,'2013-01-06 02:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,400,183,627,www.facebook.com,Opera/9.80,virtualhost2,server1,error,Bad Request
localhost2,06-01-2013,02:57:32,'2013-01-06 02:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,540,6641,www.facebook.com,Opera/9.80,virtualhost2,server1,,
localhost2,06-01-2013,03:03:32,'2013-01-06 03:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,11384,283,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost3,06-01-2013,03:09:32,'2013-01-06 03:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,681,200,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost3,06-01-2013,03:15:32,'2013-01-06 03:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,637,627,www.yahoo.com,IE8,virtualhost2,server1,,
localhost3,06-01-2013,03:21:32,'2013-01-06 03:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,930,6641,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost4,06-01-2013,03:33:32,'2013-01-06 03:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,401,558,200,www.timesofindia.com,Opera/9.80,virtualhost1,server1,error,Authorization Required: /var/www/favcon.php
localhost4,06-01-2013,03:39:32,'2013-01-06 03:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,685,627,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,06-01-2013,03:45:32,'2013-01-06 03:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,1490,6640,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,06-01-2013,03:51:32,'2013-01-06 03:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,24645,283,www.ebay.com,Mozilla/5.0,virtualhost2,server1,,
localhost5,06-01-2013,03:57:32,'2013-01-06 03:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,332,200,www.ebay.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,06-01-2013,04:03:32,'2013-01-06 04:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,281,627,www.amazon.com,Mozilla/5.0,virtualhost1,server1,,
localhost1,06-01-2013,04:15:32,'2013-01-06 04:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,7097,283,www.4shared.com,Crome,virtualhost1,server1,,
localhost2,06-01-2013,04:21:32,'2013-01-06 04:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,404,474,200,www.4shared.com,Crome,virtualhost2,server1,error,File does not exist: /var/www/favicon.php
localhost2,06-01-2013,04:27:32,'2013-01-06 04:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,702,627,www.4shared.com,IE8,virtualhost2,server1,,
localhost3,06-01-2013,04:33:32,'2013-01-06 04:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,1118,6643,www.4shared.com,Opera/9.80,virtualhost1,server1,,
localhost3,06-01-2013,04:39:32,'2013-01-06 04:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,10218,283,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost3,06-01-2013,04:45:32,'2013-01-06 04:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,823,200,www.google.com,Crome,virtualhost2,server1,,
localhost4,06-01-2013,04:51:32,'2013-01-06 04:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,403,352,625,www.google.com,Crome,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost4,06-01-2013,04:57:32,'2013-01-06 04:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,522,6639,www.google.com,Crome,virtualhost2,server1,,
localhost4,06-01-2013,05:03:32,'2013-01-06 05:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6828,283,www.google.com,IE8,virtualhost2,server1,,
localhost5,06-01-2013,05:09:32,'2013-01-06 05:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,647,200,www.google.com,IE8,virtualhost2,server1,,
localhost5,06-01-2013,05:15:32,'2013-01-06 05:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,406,627,www.yahoo.com,IE8,virtualhost1,server1,,
localhost5,06-01-2013,05:21:32,'2013-01-06 05:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,414,1080,6638,www.yahoo.com,IE8,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost2,06-01-2013,05:27:32,'2013-01-06 05:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4579,283,www.yahoo.com,IE8,virtualhost1,server1,,
localhost4,06-01-2013,05:33:32,'2013-01-06 05:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,789,200,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost1,06-01-2013,05:39:32,'2013-01-06 05:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,207,627,www.timesofindia.com,Opera/9.80,virtualhost1,server1,,
localhost1,06-01-2013,05:51:32,'2013-01-06 05:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,10138,283,www.timesofindia.com,Opera/9.80,virtualhost2,server1,,
localhost2,06-01-2013,05:57:32,'2013-01-06 05:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,754,200,www.timesofindia.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,06-01-2013,06:03:32,'2013-01-06 06:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,740,627,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,06-01-2013,06:09:32,'2013-01-06 06:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,401,593,6640,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,error,Authorization Required: /var/www/favcon.php
localhost3,06-01-2013,06:15:32,'2013-01-06 06:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,6888,283,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,06-01-2013,06:21:32,'2013-01-06 06:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,260,200,www.flipkart.com,Crome,virtualhost1,server1,,
localhost3,06-01-2013,06:27:32,'2013-01-06 06:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,204,626,www.ebay.com,Crome,virtualhost2,server1,,
localhost4,06-01-2013,06:33:32,'2013-01-06 06:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,388,6640,www.ebay.com,IE8,virtualhost2,server1,,
localhost4,06-01-2013,06:45:32,'2013-01-06 06:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,408,559,200,www.ebay.com,IE8,virtualhost2,server1,error,Request Timed Out: /var/www/testing.php
localhost4,06-01-2013,06:51:32,'2013-01-06 06:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,304,216,627,www.amazon.com,IE8,virtualhost1,server1,,
localhost4,06-01-2013,06:57:32,'2013-01-06 06:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,705,6640,www.amazon.com,Opera/9.80,virtualhost1,server1,,
localhost5,06-01-2013,07:03:32,'2013-01-06 07:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,3701,283,www.amazon.com,Opera/9.80,virtualhost1,server1,,
localhost5,06-01-2013,07:09:32,'2013-01-06 07:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,685,200,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost5,06-01-2013,07:15:32,'2013-01-06 07:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,554,624,www.4shared.com,Opera/9.80,virtualhost1,server1,,
localhost5,06-01-2013,07:21:32,'2013-01-06 07:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,374,6647,www.4shared.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,06-01-2013,07:27:32,'2013-01-06 07:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,404,5363,283,www.4shared.com,Mozilla/5.0,virtualhost2,server1,error,File does not exist: /var/www/favicon.php
localhost2,06-01-2013,07:33:32,'2013-01-06 07:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,296,200,www.google.com,Mozilla/5.0,virtualhost2,server1,,
localhost4,06-01-2013,07:39:32,'2013-01-06 07:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,248,627,www.google.com,Mozilla/5.0,virtualhost2,server1,,
localhost1,06-01-2013,07:45:32,'2013-01-06 07:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,354,6647,www.google.com,Crome,virtualhost1,server1,,
localhost1,06-01-2013,07:51:32,'2013-01-06 07:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4726,283,www.google.com,Crome,virtualhost1,server1,,
localhost2,06-01-2013,08:03:32,'2013-01-06 08:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,267,627,www.yahoo.com,Crome,virtualhost2,server1,,
localhost2,06-01-2013,08:09:32,'2013-01-06 08:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,396,6641,www.timesofindia.com,Crome,virtualhost2,server1,,
localhost2,06-01-2013,08:15:32,'2013-01-06 08:15:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,240,200,www.timesofindia.com,IE8,virtualhost1,server1,,
localhost2,06-01-2013,08:21:32,'2013-01-06 08:21:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5301,283,www.flipkart.com,IE8,virtualhost2,server1,,
localhost3,06-01-2013,08:27:32,'2013-01-06 08:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,697,625,www.flipkart.com,IE8,virtualhost2,server1,,
localhost3,06-01-2013,08:33:32,'2013-01-06 08:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,535,6641,www.ebay.com,IE8,virtualhost2,server1,,
localhost3,06-01-2013,08:39:32,'2013-01-06 08:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,414,11235,283,www.ebay.com,Opera/9.80,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost3,06-01-2013,08:45:32,'2013-01-06 08:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,503,200,www.amazon.com,Mozilla/5.0,virtualhost1,server1,,
localhost4,06-01-2013,08:57:32,'2013-01-06 08:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,268,6642,www.4shared.com,Opera/9.80,virtualhost1,server1,,
localhost4,06-01-2013,09:03:32,'2013-01-06 09:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5600,283,www.4shared.com,Opera/9.80,virtualhost1,server1,,
localhost4,06-01-2013,09:09:32,'2013-01-06 09:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,754,200,www.4shared.com,Opera/9.80,virtualhost2,server1,,
localhost5,06-01-2013,09:15:32,'2013-01-06 09:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,400,227,627,www.facebook.com,Mozilla/5.0,virtualhost2,server1,error,Bad Request
localhost5,06-01-2013,09:21:32,'2013-01-06 09:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,378,6642,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost5,06-01-2013,09:27:32,'2013-01-06 09:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5299,283,www.4shared.com,Mozilla/5.0,virtualhost2,server1,,
localhost5,06-01-2013,09:33:32,'2013-01-06 09:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,247,200,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost2,06-01-2013,09:39:32,'2013-01-06 09:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,290,626,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost4,06-01-2013,09:45:32,'2013-01-06 09:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,591,6641,www.facebook.com,IE8,virtualhost1,server1,,
localhost1,06-01-2013,09:51:32,'2013-01-06 09:51:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,266,200,www.facebook.com,IE8,virtualhost1,server1,,
localhost1,06-01-2013,09:57:32,'2013-01-06 09:57:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,401,5645,283,www.facebook.com,Opera/9.80,virtualhost1,server1,error,Authorization Required: /var/www/favcon.php
localhost1,06-01-2013,10:03:32,'2013-01-06 10:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,417,627,www.google.com,Opera/9.80,virtualhost1,server1,,
localhost2,06-01-2013,10:15:32,'2013-01-06 10:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,10939,283,www.google.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,06-01-2013,10:21:32,'2013-01-06 10:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,759,200,www.google.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,06-01-2013,10:27:32,'2013-01-06 10:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,219,627,www.google.com,Mozilla/5.0,virtualhost1,server1,,
localhost3,06-01-2013,10:33:32,'2013-01-06 10:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,387,6642,www.yahoo.com,Mozilla/5.0,virtualhost1,server1,,
localhost4,06-01-2013,10:39:32,'2013-01-06 10:39:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,480,200,www.yahoo.com,Crome,virtualhost2,server1,,
localhost4,06-01-2013,10:45:32,'2013-01-06 10:45:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,404,5820,283,www.yahoo.com,Crome,virtualhost2,server1,error,File does not exist: /var/www/favicon.php
localhost4,06-01-2013,10:51:32,'2013-01-06 10:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,658,625,www.yahoo.com,Crome,virtualhost2,server1,,
localhost5,06-01-2013,10:57:32,'2013-01-06 10:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,403,433,6641,www.timesofindia.com,IE8,virtualhost1,server1,error,client denied by server configuration: /var/www/fa
localhost5,06-01-2013,11:03:32,'2013-01-06 11:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4622,283,www.timesofindia.com,IE8,virtualhost1,server1,,
localhost5,06-01-2013,11:09:32,'2013-01-06 11:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,316,200,www.timesofindia.com,IE8,virtualhost1,server1,,
localhost2,06-01-2013,11:15:32,'2013-01-06 11:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,225,627,www.timesofindia.com,IE8,virtualhost1,server1,,
localhost4,06-01-2013,11:21:32,'2013-01-06 11:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,259,6633,www.flipkart.com,IE8,virtualhost1,server1,,
localhost2,06-01-2013,11:27:32,'2013-01-06 11:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,414,4178,283,www.flipkart.com,Opera/9.80,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost2,06-01-2013,11:39:32,'2013-01-06 11:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,191,625,www.flipkart.com,Opera/9.80,virtualhost1,server1,,
localhost2,06-01-2013,11:45:32,'2013-01-06 11:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,357,6642,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost2,06-01-2013,11:51:32,'2013-01-06 11:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,400,6897,283,www.ebay.com,Opera/9.80,virtualhost1,server1,error,Bad Request
localhost3,06-01-2013,11:57:32,'2013-01-06 11:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,751,200,www.ebay.com,Crome,virtualhost1,server1,,
localhost3,06-01-2013,12:03:32,'2013-01-06 12:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,680,627,www.ebay.com,Crome,virtualhost1,server1,,
localhost3,06-01-2013,12:09:32,'2013-01-06 12:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,270,6640,www.amazon.com,Crome,virtualhost2,server1,,
localhost3,06-01-2013,12:15:32,'2013-01-06 12:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,304,4074,283,www.amazon.com,IE8,virtualhost2,server1,,
localhost4,06-01-2013,12:21:32,'2013-01-06 12:21:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,401,219,200,www.amazon.com,IE8,virtualhost2,server1,error,Authorization Required: /var/www/favcon.php
localhost4,06-01-2013,12:27:32,'2013-01-06 12:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,684,627,www.amazon.com,IE8,virtualhost2,server1,,
localhost4,06-01-2013,12:33:32,'2013-01-06 12:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,1562,6638,www.4shared.com,IE8,virtualhost2,server1,,
localhost4,06-01-2013,12:39:32,'2013-01-06 12:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,13770,283,www.4shared.com,Opera/9.80,virtualhost2,server1,,
localhost5,06-01-2013,12:51:32,'2013-01-06 12:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,408,335,626,www.4shared.com,Opera/9.80,virtualhost1,server1,error,Request Timed Out: /var/www/testing.php
localhost5,06-01-2013,12:57:32,'2013-01-06 12:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,348,6641,www.facebook.com,Opera/9.80,virtualhost1,server1,,
localhost5,06-01-2013,13:03:32,'2013-01-06 13:03:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,4696,283,www.facebook.com,Mozilla/5.0,virtualhost1,server1,,
localhost2,06-01-2013,13:09:32,'2013-01-06 13:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,404,640,200,www.facebook.com,Mozilla/5.0,virtualhost1,server1,error,File does not exist: /var/www/favicon.php
localhost4,06-01-2013,13:15:32,'2013-01-06 13:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,570,625,www.google.com,Mozilla/5.0,virtualhost2,server1,,
localhost1,06-01-2013,13:21:32,'2013-01-06 13:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,574,6635,www.google.com,Mozilla/5.0,virtualhost2,server1,,
localhost3,06-01-2013,13:27:32,'2013-01-06 13:27:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,403,2429117,283,www.google.com,Crome,virtualhost2,server1,error,client denied by server configuration: /var/www/fa
localhost3,06-01-2013,13:33:32,'2013-01-06 13:33:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,534,200,www.google.com,Crome,virtualhost2,server1,,
localhost3,06-01-2013,13:39:32,'2013-01-06 13:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,779,627,www.yahoo.com,Crome,virtualhost1,server1,,
localhost3,06-01-2013,13:45:32,'2013-01-06 13:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,372,6644,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost4,06-01-2013,13:51:32,'2013-01-06 13:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,414,6562,283,www.timesofindia.com,Opera/9.80,virtualhost1,server1,error,Request URI Too Long: /var/www/testphp.php
localhost4,06-01-2013,13:57:32,'2013-01-06 13:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,661,200,www.timesofindia.com,Opera/9.80,virtualhost2,server1,,
localhost4,06-01-2013,14:03:32,'2013-01-06 14:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,687,627,www.flipkart.com,Mozilla/5.0,virtualhost2,server1,,
localhost4,06-01-2013,14:09:32,'2013-01-06 14:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,400,374,6639,www.flipkart.com,Mozilla/5.0,virtualhost1,server1,error,Bad Request
localhost5,06-01-2013,14:15:32,'2013-01-06 14:15:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,5034,283,www.ebay.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,06-01-2013,14:27:32,'2013-01-06 14:27:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,683,627,www.amazon.com,Crome,virtualhost2,server1,,
localhost5,06-01-2013,14:33:32,'2013-01-06 14:33:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,791,6640,www.amazon.com,Crome,virtualhost2,server1,,
localhost2,06-01-2013,14:39:32,'2013-01-06 14:39:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,401,15771,283,www.4shared.com,Crome,virtualhost2,server1,error,Authorization Required: /var/www/favcon.php
localhost4,06-01-2013,14:45:32,'2013-01-06 14:45:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,423,200,www.4shared.com,Crome,virtualhost2,server1,,
localhost1,06-01-2013,14:51:32,'2013-01-06 14:51:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,408,369,627,www.facebook.com,IE8,virtualhost2,server1,error,Request Timed Out: /var/www/testing.php
localhost2,06-01-2013,14:57:32,'2013-01-06 14:57:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,304,375,6642,www.google.com,IE8,virtualhost1,server1,,
localhost3,06-01-2013,15:09:32,'2013-01-06 15:09:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,404,484,200,www.google.com,IE8,virtualhost1,server1,error,File does not exist: /var/www/favicon.php
localhost3,06-01-2013,15:15:32,'2013-01-06 15:15:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,440,627,www.google.com,IE8,virtualhost1,server1,,
localhost3,06-01-2013,15:21:32,'2013-01-06 15:21:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,290,6632,www.yahoo.com,Opera/9.80,virtualhost1,server1,,
localhost4,06-01-2013,15:27:32,'2013-01-06 15:27:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,200,449,200,www.timesofindia.com,Opera/9.80,virtualhost2,server1,,
localhost4,06-01-2013,15:33:32,'2013-01-06 15:33:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,403,6202,283,www.flipkart.com,Opera/9.80,virtualhost2,server1,error,client denied by server configuration: /var/www/fa
localhost4,06-01-2013,15:39:32,'2013-01-06 15:39:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,200,651,626,www.ebay.com,Opera/9.80,virtualhost2,server1,,
localhost4,06-01-2013,15:45:32,'2013-01-06 15:45:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,264,6641,www.amazon.com,Opera/9.80,virtualhost2,server1,,
localhost5,06-01-2013,15:51:32,'2013-01-06 15:51:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,17799,283,www.4shared.com,Mozilla/5.0,virtualhost1,server1,,
localhost5,06-01-2013,15:57:32,'2013-01-06 15:57:32',\GET /testphp.php HTTP/1.0\,HTTP/1.0,GET,304,683,200,www.4shared.com,Mozilla/5.0,virtualhost2,server1,,
localhost5,06-01-2013,16:03:32,'2013-01-06 16:03:32',\GET /server-status?auto HTTP/,HTTP/1.0,GET,414,636,627,www.facebook.com,Mozilla/5.0,virtualhost2,server1,error,Request URI Too Long: /var/www/testphp.php
localhost5,06-01-2013,16:09:32,'2013-01-06 16:09:32',\GET /server-status HTTP/1.0\,HTTP/1.0,GET,200,589,6641,www.facebook.com,Mozilla/5.0,virtualhost2,server1,,
localhost4,06-01-2013,16:21:32,'2013-01-06 16:21:32',\GET /status.php HTTP/1.0\,HTTP/1.0,GET,200,7516,283,www.google.com,Crome,virtualhost2,server1,,
